religion_feature_suebic_desc;TODO;;;;;;;;;;;x
religion_feature_gothic;TODO (Unique Gothic Doctrine);;;;;;;;;;;x
religion_feature_gothic_desc;TODO;;;;;;;;;;;x
religion_feature_alan;Riders of the Flame;;;;;;;;;;;x
religion_feature_alan_desc;Like the holy fires, we will never be defeated and die out. The gods will show us the future and guide us to victory!;;;;;;;;;;;x
religion_feature_vasconic;Earthborn;;;;;;;;;;;x
religion_feature_vasconic_desc;The spirits of the earth are strong and the motherly gods protect us. Our faith and our people will last for a thousand years!;;;;;;;;;;;x

DRUID;Druid;;;;;;;;;;;;;x
PREOST;Preost;;;;;;;;;;;;;x
ENAREI;Enarei;;;;;;;;;;;;;x
SORGIN;Sorgin;;;;;;;;;;;;;x
AUGUR;Augur;;;;;;;;;;;;;;x
ARCH_DRUID;Arch Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUIDESS;Arch Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUID_FOA;Eldest of the Druids;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
AUTOCEPHALOUS_PATRIARCHS;Druids;;;;;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE;Druid;;;;;;;;;;;x
REL_HEAD;Religious Head;;;;;;;;;;;x
AUTOCEPHALY_IRO;§YAutocephalous Druids§!;;;;;;;;;;;x
AUTOCEPHALY_DRO;All pagan kingdoms of $RELIGION$ religion have their own autonomous Druids. The Druid who serves as spiritual councillor of the kingdom is considered the head of religion inside that realm.;;;;;;;;;;;x
PATRIARCHATE_TITLE;Temple of $TITLE$;;;;;;;;;;;x
REL_PENTARCHS;Archdruids;;;;;;;;;;;x
REL_PENTARCHS_NON_ORTHODOX;Archdruids;;;;;;;;;;;x
REL_PENTARCHS_NON_ORTHODOX_DESC;The Archdruids have authority over their respective ancient sees and their authorities are recognized and respected within the $RELIGION$ religion.;;;;;;;;;;;x
PENTARCH_DESC;There is currently no Archdruid of §Y$TITLE$§!;;;;;;;;;;;x
HEAD_NOT_PENTARCH_DESC;$REL_HEAD$ does not currently hold §Y$TITLE$§!;;;;;;;;;;;x
CHURCH_NAME;The $RELIGION$ Religion;;;;;;;;;;;x
OPINION_OF_POPE;Opinion of Spiritual Liege;;;;;;;;;;;x
OPINION_OF_SEC_LIEGE;Opinion of Secular Liege;;;;;;;;;;;x
COLLEGE_OF_BISHOPS;College of Bishops;;;;;;;;;;;x
APOSTLE_OF_THE_WEST;Apostle of the West;;;;;;;;;;;x
MANICHAEAN_PREFERATI_TOOLTIP;The Preferatus is the Bishop expected to succeed the current Apostle.;;;;;;;;;;;x
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence with the religious leadership and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_PLAYER_SETUP;Vassal appointed to the religious college.;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_PLAYER_LETTER;Your vassal $NEWHOLDER$ was given a seat in the religious college.;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_PLAYER_LOG;Your vassal $NEWHOLDER$ was given a seat in the religious college.;;;;;;;;;;;x
expected_next_title_manichaean_bishop;Expected Next Bishop;;;;;;;;;;;x
expected_next_title_manichaean_bishop_tooltip;This presbyter is probably next in line for a Bishopric when one becomes available.;;;;;;;;;;;x
best_candidate_title_manichaean_bishop;My Best Bishop Candidate;;;;;;;;;;;x
best_candidate_title_manichaean_bishop_tooltip;Of all the presbyters in my realm, this one is the likeliest to get appointed Bishop by the Apostle.;;;;;;;;;;;x
briton_archdruid_successor;Brythonic Archdruid Successor;;;;;;;;;;;x
briton_archdruid_successor_desc;This character has been chosen by the Circle of Druids to be the successor to the current Brythonic Archdruid.;;;;;;;;;;;x
pict_archdruid_successor;Pictish Archdruid Successor;;;;;;;;;;;x
pict_archdruid_successor_desc;This character has been chosen by the Circle of Druids to be the successor to the current Pictish Archdruid.;;;;;;;;;;;x
gael_archdruid_successor;Gaelic Archdruid Successor;;;;;;;;;;;x
gael_archdruid_successor_desc;This character has been chosen by the Circle of Druids to be the successor to the current Gaelic Archdruid.;;;;;;;;;;;x
title_manichaean_bishop;Bishop;;;;;;;;;;;x
tooltip_feminist_liege_vanilla_religion;Character and §YLiege§! publicly follow the §YPictish§!, §YBrythonic§!, or §YPromethean§! religion;;;;;;;;;;;x
religion_openly_briton_or_reformed_tooltip;Publicly follows a §Y[briton_pagan_reformed.GetName]§! pagan religion;;;;;;;;;;;x
religion_openly_pict_or_reformed_tooltip;Publicly follows the §Y[pict_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_gael_or_reformed_tooltip;Publicly follows the §Y[gael_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_germanic_or_reformed_tooltip;Publicly follows the §Y[germanic_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_frankish_or_reformed_tooltip;Publicly follows the §Y[frankish_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_suebic_or_reformed_tooltip;Publicly follows the §Y[suebic_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_gothic_or_reformed_tooltip;Publicly follows the §Y[gothic_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_alan_or_reformed_tooltip;Publicly follows the §Y[alan_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
religion_openly_vasconic_or_reformed_tooltip;Publicly follows the §Y[vasconic_pagan_reformed.GetName]§! religion;;;;;;;;;;;x
###### RELIGION MODIFIERS ######
found_all_treasures_of_britannia;Treasures of Britain Collected;;;;;;;;;;;x
failed_summoning;Failed Summoning;;;;;;;;;;;x
restored_old_gods;Faith in the Old Gods Restored;;;;;;;;;;;x
druid_appointed;Druid Appointed;;;;;;;;;;;x
druid_removed;Druid Removed from Order;;;;;;;;;;;x
held_rel_authority_council;Religious Authority Council Held;;;;;;;;;;;x
spreading_faith;Spreading Faith;;;;;;;;;;;x
cult_cailleach_authority;Traditional Authority;;;;;;;;;;;x
cult_manawydan_authority;Traditional Authority;;;;;;;;;;;x
east_pagan_authority;Traditional Authority;;;;;;;;;;;x
cult_baldur_authority;Traditional Authority;;;;;;;;;;;x
nestorian_authority;Nestorian Traditional Authority;;;;;;;;;;;x
gnostic_authority;Gnostic Traditional Authority;;;;;;;;;;;x
pelagian_authority;Pelagian Traditional Authority;;;;;;;;;;;x
arian_authority;Arian Traditional Authority;;;;;;;;;;;x
germanic_pagan_authority;Traditional Authority;;;;;;;;;;;x
gael_pagan_authority;Traditional Authority;;;;;;;;;;;x
pict_pagan_authority;Traditional Authority;;;;;;;;;;;x
roman_pagan_authority;Roman Traditional Authority;;;;;;;;;;;x
old_gods_authority;Old Gods Traditional Authority;;;;;;;;;;;x
catholic_authority;Catholic Traditional Authority;;;;;;;;;;;x
