secret_religious_society_alan_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_1_female;Faithful;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_2_female;Adherent;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_3_female;Preacher;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_4_female;Herald;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_1_male;Faithful;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_2_male;Adherent;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_3_male;Preacher;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_rank_4_male;Herald;;;;;;;;;;;;;x
secret_religious_society_pelagian_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_priscillian_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_arian_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_gnostic_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_currency;Devotion;;;;;;;;;;;;;x
secret_religious_society_pelagian_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_priscillian_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_arian_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_gnostic_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_briton_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_pict_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_gael_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_germanic_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_frankish_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_suebic_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_gothic_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_alan_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_roman_pagan_reformed_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_sol_invictus_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_titan_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
secret_religious_society_promethean_pagan_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;;;;;;;;;;;;;x
warrior_lodge_celtic;[GetCelticWarriorSocietyName];;;;;;;;;;;;;x
warrior_lodge_celtic_desc;[GetCelticWarriorSocietyDesc];;;;;;;;;;;;;x
warrior_lodge_celtic_real;The Fianna;;;;;;;;;;;;;x
warrior_lodge_celtic_random;The Warriors of the Forest;;;;;;;;;;;;;x
warrior_lodge_celtic_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;;;x
warrior_lodge_celtic_desc_real;Only the bravest and most daring men and women deign to join the bands of the Fianna who live on the edge of civilization, hunting and foraging to live off the land and returning to their realms and families only in winter or times of war. Deep in the forest they train and fight, for strength, for righteousness, and for honour.;;;;;;;;;;;;;x
warrior_lodge_celtic_desc_random;Only the bravest and most daring men and women deign to join the Warriors of the Forest who live on the edge of civilization, hunting and foraging to live off the land and returning to their realms and families only in winter or times of war. Deep in the forest they train and fight, for strength, for righteousness, and for honour.;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_1_female;Fledgling;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_2_female;Warrior;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_3_female;Veteran;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_4_female;Heroine;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_1_male;Fledgling;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_2_male;Warrior;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_3_male;Veteran;;;;;;;;;;;;;x
warrior_lodge_celtic_rank_4_male;Hero;;;;;;;;;;;;;x
warrior_lodge_alan;[GetAlanWarriorSocietyName];;;;;;;;;;;;;x
warrior_lodge_alan_desc;[GetAlanWarriorSocietyDesc];;;;;;;;;;;;;x
warrior_lodge_alan_real;The Swords of Agin;;;;;;;;;;;;;x
warrior_lodge_alan_random;The Swords of Fury;;;;;;;;;;;;;x
warrior_lodge_alan_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;;;x
warrior_lodge_alan_desc_real;The Swords of Agin dedicate their lives to the veneration and worship of the almighty war god. On the fields remniscient of the open steppe of the homeland they hunt and ride, becoming one with their horses, their swords, and their arrows, training to be victorious on the battlefield and take the sacrifices that he demands.;;;;;;;;;;;;;x
warrior_lodge_alan_desc_random;The Swords of Fury dedicate their lives to the veneration and worship of the almighty war god. On the steppes and fields they hunt and ride, becoming one with their horses, their swords, and their arrows, training to be victorious on the battlefield and take the sacrifices that he demands.;;;;;;;;;;;;;x
warrior_lodge_alan_rank_1_female;Fledgling;;;;;;;;;;;;;x
warrior_lodge_alan_rank_2_female;Warrior;;;;;;;;;;;;;x
warrior_lodge_alan_rank_3_female;Veteran;;;;;;;;;;;;;x
warrior_lodge_alan_rank_4_female;Heroine;;;;;;;;;;;;;x
warrior_lodge_alan_rank_1_male;Fledgling;;;;;;;;;;;;;x
warrior_lodge_alan_rank_2_male;Warrior;;;;;;;;;;;;;x
warrior_lodge_alan_rank_3_male;Veteran;;;;;;;;;;;;;x
warrior_lodge_alan_rank_4_male;Hero;;;;;;;;;;;;;x
warrior_lodge_vasconic;[GetVasconicWarriorSocietyName];;;;;;;;;;;;;x
warrior_lodge_vasconic_desc;[GetVasconicWarriorSocietyDesc];;;;;;;;;;;;;x
warrior_lodge_vasconic_real;The Cave Dwellers;;;;;;;;;;;;;x
warrior_lodge_vasconic_random;The Cave Dwellers;;;;;;;;;;;;;x
warrior_lodge_vasconic_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;;;x
warrior_lodge_vasconic_desc_real;By day the Cave Dwellers spend their time hidden away deep in the caves they call home, training and worshipping the gods that live there. Only at night do they come out to fight those that would harm them and their people, doing the will of Mari like the spirits of old.;;;;;;;;;;;;;x
warrior_lodge_vasconic_desc_random;By day the Cave Dwellers spend their time hidden away deep in the caves they call home, training and worshipping the gods that live there. Only at night do they come out to fight those that would harm them and their people, doing the will of [vasconic_pagan.GetHighGodName] like the spirits of old.;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_1_female;Fledgling;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_2_female;Warrior;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_3_female;Veteran;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_4_female;Heroine;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_1_male;Fledgling;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_2_male;Warrior;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_3_male;Veteran;;;;;;;;;;;;;x
warrior_lodge_vasconic_rank_4_male;Hero;;;;;;;;;;;;;x

if_less_than_10_members_demands_tt;The society has less than §Y10§! members, and you publicly follow [GetWLCanJoinReligion]\n;;;;;;;;;;;;;x
special_join_warrior_lodge_trigger_tt;Has a §YLiege§!, §YVassal§!, or a §Yneighboring ruler§! who follows [GetWLCanJoinReligion]\n;;;;;;;;;;;;;x
string_WL_norse_religion_real;a §YGermanic Pagan§! religion;;;;;;;;;;;;;x
string_WL_norse_religion_random;a §Y[proto_norse.GetGroupName] [norse_pagan_reformed.GetGroupName]§! religion;;;;;;;;;;;;;x
string_WL_tengri_religion;the §Y[tengri_pagan_reformed.GetName]§! religion;;;;;;;;;;;;;x
string_WL_celtic_religion_real;a §YCeltic Pagan§! religion;;;;;;;;;;;;;x
string_WL_celtic_religion_random;a §Y[briton.GetGroupName] [briton_pagan_reformed.GetGroupName]§! religion;;;;;;;;;;;;;x
string_WL_alan_religion;the §Y[alan_pagan_reformed.GetName]§! religion;;;;;;;;;;;;;x
string_WL_vasconic_religion;the §Y[vasconic_pagan_reformed.GetName]§! religion;;;;;;;;;;;;;x
string_WL_hellenic_religion;the §Y[roman_pagan_reformed.GetName]§! religion;;;;;;;;;;;;;x
warrior_lodge_norse_desc_real;The Wolf Warriors, or Wulfhidanoz as they call themselves, consist of ferocious men and women fighting for honor and recognition on the battlefield, as well as an ideal of bravery and companionship. In honor of Wodan the Allfather, they wear their pelts into battle, and favor a spear in personal combat.;;;;;;;;;;;;;x
