##### BRITANNIA STORYLINE EVENTS #####
EVTOPTB302921;You have no right to do this! This is going too far!;;;;;;;;;;;;;x
EVTOPTB302921TT;Join the revolt along with the other rebelling Subject Kingdoms. If victorious, [Root.GetTitledFirstName] will be forced to withdraw the decree and abdicate the throne, but if defeated all the Subject Kingdoms will become a vassal of [Root.GetTitledFirstName] and you will be taken prisoner.;;;;;;;;;;;;;x
EVTDESC302922;To the [GetRootFromCompliment] [Root.GetTitledFirstName],\n\nYour proposals are sensible and farsighted. I approve of this decree and look forward to participating in the empowered Council, and wish you luck against your inevitable opponents.\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302922;Excellent. You will be well awarded.;;;;;;;;;;;;;x
EVTDESC302923;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nYour 'proposal' is nothing more than a selfish power grab to trample on our ancient rights and seize our thrones from underneath us. I will never accept your illegitimate authority as long as I live!\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302923;Then war it is!;;;;;;;;;;;;;x
EVTNAME302924;The High Council of Britannia;;;;;;;;;;;;;x
EVTDESC302924;At the direction of [Root.GetTitledName] the High Council of Britannia has passed a motion greatly expanding its authority over its constituent kingdoms. Formerly a mostly powerless body, the Council now has the power to pass laws, collect taxes, and coordinate military movements over all of Brythonic kingdoms in the name of the High King. \n\nWith the remaining rebel holdouts now defeated, [Root.GetTitledName] now stands with an authority over all of Britannia not seen since the end of Roman rule. It remains to be seen if the High King will be able to use [Root.GetHerHis] new authority to finally vanquish the invaders of the beleagured island, or if will Britons fall again to infighting as with many times before.;;;;;;;;;;;;;x
EVTOPTA302924;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302924;This will not stand!;;;;;;;;;;;;;x
EVTOPTC302924;We will stand at the council as equals.;;;;;;;;;;;;;x
EVTOPTD302924;Long live Britannia!;;;;;;;;;;;;;x
EVTOPTE302924;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302930_christian;The Archbishopric of Londinium;;;;;;;;;;;;;x
EVTNAME302930_pagan;The Britannic State Church;;;;;;;;;;;;;x
EVTDESC302930_christian;In a grand ceremony headed by [Root.RelHead.GetTitledName] [Root.RelHead.GetHerselfHimself], the newly restored Londinium cathedral was officially re-consecrated as the seat of the revived Archbishopric of Londinium. As the new Metropolitan and Primate of Britannia, all [Root.Religion.GetName] clerics in Britannia will officially answer to the Archbishop.\n\nThis act reunites the many fragmented dioceses of Britannia under a single authority under the sponsorship and protection of [Root.GetTitledName]. While still officially independent of the state, this will greatly increase the [Root.GetTitle]'s influence over the church and clergy of Britannia, and they will be sure to defend and uphold the the legitimacy of the High Kingship.;;;;;;;;;;;;;x
EVTDESC302930_pagan;[Root.GetTitledName] has gathered all the most important [Root.Religion.GetPriestTitle]s of Britannia in a great synod to organize the [Root.Religion.GetName] church of Britannia. Under the oversight of [Root.RelHead.GetTitledName] [Root.RelHead.GetHerselfHimself], the [Root.Religion.GetPriestTitle]s have formalized the religious hierarchy within Britannia, with the High King's [Root.GetLordSpiritualName] as his formal representative.\n\nWhile still officially independent of the state, this council informally unites the [Root.Religion.GetName] church in Britannia under the sponsorship and protection of [Root.GetTitledName]. In return, this will greatly increase the [Root.GetTitle]'s influence over the spiritual doings of the Britons, and the [Root.Religion.GetPriestTitle]s will be sure to defend and uphold the the legitimacy of the High Kingship.;;;;;;;;;;;;;x
EVTDESC302930_pagan_nohead;[Root.GetTitledName] has gathered all the most important [Root.Religion.GetPriestTitle]s of Britannia in a great synod to organize the [Root.Religion.GetName] church of Britannia. Led by the High King's [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledName], the [Root.Religion.GetPriestTitle]s have agreed to the formation of a permanent church council under High King's [Root.GetLordSpiritualName]'s leadership.\n\nWhile still officially independent of the state, this council informally unites the [Root.Religion.GetName] church in Britannia under the sponsorship and protection of [Root.GetTitledName]. In return, this will greatly increase the [Root.GetTitle]'s influence over the spiritual doings of the Britons, and the [Root.Religion.GetPriestTitle]s will be sure to defend and uphold the the legitimacy of the High Kingship.;;;;;;;;;;;;;x
EVTOPTA302930;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302930;But where is my place in all this?;;;;;;;;;;;;;x
EVTOPTC302930;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302935;The Britannic Succession;;;;;;;;;;;;;x
EVTDESC302935;Seeking to diminish the influence of the electoral council, [Root.GetTitledName] has instituted laws establishing the election and investiture of [Root.GetHerHis] chosen successor during [Root.GetHerHis] reign to secure the traditionally elective succession from a position of strength. By reducing the election to a mere formality, [Root.GetTitledFirstName] has effectively arranged for the succession to fall to [Root.GetHerHis] heirs of the blood. \n\nWhile a controversial move disempowering the vassal kings of their traditional prerogatives, [Root.GetTitledName] is clear that this will set a precedent ending the unpredictable maneuvering and horse-trading that used to mark the succession, and securing the High Kingship within the dynasty.;;;;;;;;;;;;;x
EVTOPTA302935;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302935;Merely a formality anyways.;;;;;;;;;;;;;x
EVTOPTC302935;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302940;The Lex Britanniorum;;;;;;;;;;;;;x
EVTDESC302940;Under the direction of [Root.GetTitledName], the scribes of [Root.Capital.GetName] have published the Lex Britanniorum, an authoritative codification of the legal customs of the British. The code largely standardizes and does away with the patchwork of local customs and confusing mix of Celtic and Roman law until recently dominant on the island, though not without some protest from those who resent the revokation of their local legal customs and traditions. Copies of the text are already being sent to the kings and courts of Britannia, along with an official decree superseding it over all the previous unwritten customs once used to rule the land - and implictly establishing the right of the High King and his council to legislate for the realm as a whole.;;;;;;;;;;;;;x
EVTOPTA302940;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302940;I suppose this will make judging easier.;;;;;;;;;;;;;x
EVTOPTC302940;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302945;The Heir of Caratacus;;;;;;;;;;;;;x
EVTDESC302945;Once, the Britons seemed on the verge of greatness. The island seemed poised for unification under the great kings Cunobelinus and Caratacus, until the faithful invasion of Tiberius destroyed all that. The Romans have since left but the Britons have remained, fighting to defend, rebuild, and finally reunite the country of their forebears under British rule.\n\nNow, [Root.GetTitledName] has declared [Root.GetHerHis] intention to fulfill the ultimate ambitions of the Britons and unite all the Celts under [Root.GetHerHis] banner - from the tribes of the Picts and Scots to the kingdoms of Armorica. Never before has a single king ever ruled over all of the Britannic Isles - will [Root.GetTitledFirstName] succeed where even the Roman emperors failed, or will [Root.GetHerHis] ambition prove to be [Root.GetHerHis] empire's undoing?;;;;;;;;;;;;;x
EVTOPTA302945;May the spirit of Britannia live forever!;;;;;;;;;;;;;x
EVTOPTB302945;Long live the High King! Long live Britannia!;;;;;;;;;;;;;x
EVTOPTC302945;And the barbarians show their true colours.;;;;;;;;;;;;;x
EVTOPTD302945;Who does [Root.GetSheHe] think [Root.GetSheHe] is?!?;;;;;;;;;;;;;x
EVTOPTE302945;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302950;The Senate of [Root.Capital.GetName];;;;;;;;;;;;;x
EVTDESC302950;The Romans citizens of Britannia, largely left to fend for themselves by their brothers on the continent, have against all odds managed to defend their lands and reunite their provinces under a single authority. Claiming to be the only true heirs of the Western Roman Empire unsullied by the barbarian invaders, [Root.GetTitledName] has denied the legitimacy of the barbarian-controlled Senate in Rome and announced the formation of a rival Senate in [Root.Capital.GetName], extending gifts and invitations to Roman nobles from across the west to take their seats in this new 'restored' Senate. While many disparage the move as little more than a nostalgic waste of gold, others suggest that [Root.GetSheHe] might have less sentimental motives - perhaps setting the stage for an assumption of the Imperial Crown...;;;;;;;;;;;;;x
EVTOPTA302950;This Rome shall not fall again...;;;;;;;;;;;;;x
EVTOPTB302950;The spirit of Rome endures!;;;;;;;;;;;;;x
EVTOPTC302950;And to think we were done with the Romans...;;;;;;;;;;;;;x
EVTOPTD302950;Perhaps there is some civilization there after all?;;;;;;;;;;;;;x
EVTOPTE302950;This is interesting news...;;;;;;;;;;;;;x
EVTDESC302956;To the great and most loyal [Root.GetTitledName],\n\nA strong leader is what Britannia needs to reach its full potential and restore the civilization to the fallen provinces of the continent. I have prepared a number of decrees to restore an Imperial system of government in Britannia and restore the Empire, and while I know it is difficult I hope you will accept them.\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302956;Very well. For the empire!:;;;;;;;;;;;;;x
EVTOPTA302956TT;If [From.GetTitledName] successfully claims the Imperial crown, the §Y[e_britannia.GetFullBaseName]§! will be abolished and replaced with the §Y[e_roman_britannia.GetFullBaseName]§!, restoring an §YImperial§! government over Britannia.:;;;;;;;;;;;;;x
EVTOPTB302956;This is going too far! We will not suffer the Roman yoke again!;;;;;;;;;;;;;x
EVTOPTB302956TT;Join the revolt along with the other rebelling Subject Kingdoms. If victorious, [Root.GetTitledFirstName] will be forced to withdraw his claim to the empire, abolish the Senate, and abdicate the throne, but if defeated, you will be forced to relinquish any royal titles and be taken prisoner by the new Imperator.;;;;;;;;;;;;;x
EVTDESC302957;To the [GetRootFromCompliment] [Root.GetTitledFirstName],\n\nWhile it saddens me to accept your difficult demands, I understand why such reforms are necessary. I will abide by your decrees and place my trust in your skill and wisdom. Long live the empire!\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302957;Excellent.;;;;;;;;;;;;;x
EVTDESC302958;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nThis insidious attempt to suppress our ancient rights and revive the Roman yoke will not be tolerated. I will never accept your illegitimate authority as long as I live!\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302958;Then war it will be!;;;;;;;;;;;;;x
EVTNAME302959;Imperium Britanniarum;;;;;;;;;;;;;x
EVTDESC302959;Many assumed that Roman rule in Britannia was over after the withdrawal of the legions and the fragmentation of the island after the expulsion of Roman magistrates in 409. However, High King [Root.GetFirstName] had always harboured ambitions to revive Imperial rule to the island and now, after a vicious civil war against opponents of the move, [Root.GetSheHe] has managed to proclaim [Root.GetHerselfHimself] Imperator in the new Imperial palace of [Root.Capital.GetName].\n\nThe new Imperator has vowed to restore the provinces of Britannia to their former glory and has already hinted at designs to restore order in the fallen provinces of the continent. Will this new emperor be able to defeat the barbarian hordes and restore the old Imperial order over the West?;;;;;;;;;;;;;x
EVTOPTA302959;Britannia shall not fall! Long live the empire!;;;;;;;;;;;;;x
EVTOPTB302959;And the Roman yoke returns once more.;;;;;;;;;;;;;x
EVTOPTB302959_tooltip;All §YKingdom§! tier titles are forfeit.;;;;;;;;;;;;;x
EVTOPTC302959;Long live the empire!;;;;;;;;;;;;;x
EVTOPTD302959;Long live the empire?;;;;;;;;;;;;;x
EVTOPTE302959;And another usurper rises.;;;;;;;;;;;;;x
EVTOPTF302959;This is interesting news...;;;;;;;;;;;;;x
EVTDESC302993;An emissary has arrived from [britannia_high_king.GetTitledName]. [britannia_high_king.GetSheHeCap] congratulates you on your assumption of the throne and wishes you a long and prosperous reign, but also reminds you of your obligations towards [britannia_high_king.GetHerHim] as the rightful High King of Britannia.;;;;;;;;;;;;;x
EVTOPTA302993;But of course we will recognize you.;;;;;;;;;;;;;x
EVTOPTB302993;I bow to no king. Not even this one.;;;;;;;;;;;;;x
EVTOPTB302993TT;[britannia_high_king.GetTitledName] might declare war to force you to submit.;;;;;;;;;;;;;x
EVTDESC302994;One of your Subject Kings has been forced to abdicate the throne. [FromFromFrom.GetHerHis] successor [From.GetTitledFirstName], the new [From.GetKingQueen] of [From.PrimaryTitle.GetName], has sent an emissary recognizing you as the High King and officially affirming that [From.GetSheHe] will continue [From.GetHerHis] predecessor's policy of recognizing you as suzerain.;;;;;;;;;;;;;x
EVTOPTA302994;Excellent. A wise move.;;;;;;;;;;;;;x
EVTDESC302995;One of your Subject Kings has been forced to abdicate the throne. [FromFromFrom.GetHerHis] successor [From.GetTitledFirstName], the new [From.GetKingQueen] of [From.PrimaryTitle.GetName], has rebuffed your diplomats and emissaries, asserting [From.GetHerHis] independence and refusing to recognize you as suzerain.;;;;;;;;;;;;;x
EVTOPTA302995;We shall show [From.GetHerHim] some steel, then.;;;;;;;;;;;;;x
EVTOPTB302995;We'll deal with [From.GetHerHim] later.;;;;;;;;;;;;;x
EVTNAME312161;High Kingdom of Britannia;;;;;;;;;;;;;x
EVTDESC312161;[From.GetTitledName] has proclaimed himself worthy of the title of High King of the Britons, but his legitimacy depends on the consensus of the other Kings. Will you support [From.GetTitledFirstName]'s claim to the throne and recognize him as rightful High King of Britannia?;;;;;;;;;;;;;x
EVTOPTA312161;[From.GetTitledFirstName] is a great leader. I will support his cause.;;;;;;;;;;;;;x
EVTOPTB312161;I will bow to no King. Not even this King.;;;;;;;;;;;;;x
EVTOPTC312161;Let him be High King. But I will not be one of his vassals.;;;;;;;;;;;;;x
EVTDESC312162_supporter;Great [Root.GetTitledName], I have taken your claim into consideration and decided to grant you my support and recognition as High King of Britannia. I am ready to swear fealty to you and become your loyal vassal. May your rule be a long and prosperous one.\n\nRespectfully,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA312162_supporter;Very good. You have made the right choice.;;;;;;;;;;;;;x
EVTDESC312162_opponent;My [Root.GetTitle], I have taken your request into consideration, and I respectfully inform you that I will not support your claim to the High Kingdom of Britannia.\nYou lack the skills and wisdom necessary to hold such a prestigious throne.\n\nPlease renounce all your claims,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA312162_opponent;I understand... and I will renounce my claim. For now.;;;;;;;;;;;;;x
EVTOPTB312162_opponent;I am confident we will come to a mutually beneficial agreement...;;;;;;;;;;;;;x
EVTOPTC312162_opponent;Perhaps some steel will convince you...;;;;;;;;;;;;;x
EVTDESC312162_indep_supporter;Great [Root.GetTitledName], I have considered your claim and decided to grant you my recognition as High King. However, I refuse to swear fealty to you and to become de facto one of your vassal kings. The [From.PrimaryTitle.GetFullName] will retain its independence.\n\nRespectfully,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA312162_indep_supporter;Good enough. Formal recognition is all I really need.;;;;;;;;;;;;;x
EVTDESC312163;Not all of the other kings have accepted your claim to the High Kingship. An alliance of other princes opposed to your claim has gathered under the leadership of [HK_opponent_leader.GetTitledName] and is threatening war if you do not drop your pretentions to the High Kingship.;;;;;;;;;;;;;x
EVTOPTA312163;I will renounce my claim. For now.;;;;;;;;;;;;;x
EVTOPTB312163;Then war it is!;;;;;;;;;;;;;x
HK_declare_war;If victorious, [Root.GetTitledFirstName] will be proclaimed High King of Britannia, with all the opposing kings becoming Subject Kingdoms.\nIf defeated, [Root.GetTitledFirstName] will lose every right to the High Kingdom, and will never be allowed to reclaim it.;;;;;;;;;;;;;x
EVTDESC312164;It seems that your grand ambition of becoming High King of all the Britons was not to be. Humiliated and defeated on the battlefield, any credibility you may have had in claiming supremacy over the other kings now lies in pieces, and as the price for your freedom you have been forced to take a vow never to try to claim the High Kingship ever again.;;;;;;;;;;;;;x
EVTDESC312164_1;The upstart [From.GetTitledName] has been defeated, [From.GetHerHis] dream of becoming High King lying in tatters before you. As the price for [From.GetHerHis] freedom, [From.GetTitledName] has humbly vowed to forever give up his claim to the High Kingship and never again challenge your independence.;;;;;;;;;;;;;x
EVTDESC312164_2;[From.GetTitledName] has been defeated on the battlefield by [FromFrom.GetTitledName] and [FromFrom.GetHerHis] coalition of opposing kings, forever ending [From.GetHerHis] ambition to be crowned High King of Britannia. It seems that the Kings of the Britons will remain independent and divided, for now.;;;;;;;;;;;;;x
EVTOPTA312164;I have failed...;;;;;;;;;;;;;x
EVTOPTB312164;The Gods did not deem [From.GetHerHim] worthy.;;;;;;;;;;;;;x
EVTOPTC312164;[Root.Religion.GetHighGodName] did not deem [From.GetHerHim] worthy.;;;;;;;;;;;;;x
EVTOPTD312164;This is interesting news...;;;;;;;;;;;;;x
EVTNAME312165;High Kingdom of Britannia;;;;;;;;;;;;;x
EVTDESC312165;The kings of Britain have declared their unanimous support to [From.GetTitledFirstName]'s claim to the High Kingdom of Britannia, and crowned him High King in the Great Hall of [From.Capital.GetName].\n\nSome of the kings will swear fealty to [From.GetTitledFirstName] and rule their homelands as vassal kings under his rule from now on.\n\nOthers, despite their support to the coronation, will not agree to become de facto vassals of another king and will maintain their formal independence.;;;;;;;;;;;;;x
EVTOPTA312165;Hail to [From.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTOPTB312165;Excellent!;;;;;;;;;;;;;x
EVTOPTC312165;This is interesting news...;;;;;;;;;;;;;x
EVTNAME3121659;The Brotherhood of Britain;;;;;;;;;;;;;x
EVTDESC3121659;[Root.GetTitledName] has summoned the bravest and most loyal warriors of the British Isles and united them under the banners of the 'Brotherhood of Britain'.\n\nEach man in this great company of warriors has swore fealty to [Root.GetTitledFirstName] and taken an oath to always fight for the High Kings of Britannia against foreign invaders.\n\nIf ever granted independence, the men of the Brotherhood of Britain will fight honorably for any Briton or Romano-British king defending his realm against Germanic or Imperial enemies, and will never ask for gold in return.;;;;;;;;;;;;;x
EVTOPTA3121659;Excellent.;;;;;;;;;;;;;x
EVTOPTB3121659;This is interesting news...;;;;;;;;;;;;;x
EVTNAME312166;High Kingdom of Britannia;;;;;;;;;;;;;x
EVTDESC312166;The throne of the High King of Britannia is currently held by a ruler who is not considered worthy of the title.\n\nWithout the support of his vassal kings, [Root.GetTitledFirstName] has been declared unfit for the ancient and prestigious seat, and from this moment will no longer be recognized as High King of Britannia.\n\nAll former subject kingdoms of [Root.GetTitledFirstName] will regain formal independence.;;;;;;;;;;;;;x
EVTOPTA312166;This is unacceptable!;;;;;;;;;;;;;x
EVTOPTB312166;A [This.GetTitle] bends [This.GetHerHis] knee to no one.;;;;;;;;;;;;x
EVTOPTC312166;No lesser ruler can be High King...;;;;;;;;;;;;;x
EVTOPTD312166;This is interesting news...;;;;;;;;;;;;;x
remove_all_subject_kingdoms_tooltip;All §YSubject Kingdoms§! will break free from your rule.;;;;;;;;;;;;;x
EVTNAME314480;Death of the High King;;;;;;;;;;;;;x
EVTDESC314480;[Root.GetTitledName], High King of the Britons, has died. The High Kingship lies vacant once more, as only a king who has proven himself worthy in the eyes of all the other kings could hope to claim authority over all of Britannia.\n\nWith the High King dead, the various kingdoms of the Britons have reasserted their full independence, petty squabbles and rivalries already resurfacing between them. Only time will tell if another king will be able to rise up above the fray and unite the isle once more.;;;;;;;;;;;;;x
EVTOPTA314480;In time, I too will be High King...;;;;;;;;;;;;;x
EVTOPTB314480;Who will protect Britannia now?;;;;;;;;;;;;;x
EVTOPTC314480;Excellent.;;;;;;;;;;;;;x
EVTOPTD314480;This is interesting news...;;;;;;;;;;;;;x
EVTNAME314481;Fall of the High King;;;;;;;;;;;;;x
EVTDESC314481;The reign of High King [FromFromFrom.GetFirstName] has ended, and with it [FromFromFrom.GetHerHis] hegenomy over the other Brythonic kingdoms. Already many of the other kings have refused to renew their oaths, claiming that their oaths were personally to High King [FromFromFrom.GetFirstName] and [FromFromFrom.GetHerHim] alone.\n\nWithout the support of the other kings, the High Kingship has been declared vacant, with all former subject kingdoms regaining their full independence. Only time will tell if another king will be able to rise up above the fray and unite the isle once more.;;;;;;;;;;;;;x
EVTOPTA314481;[FromFromFrom.GetSheHe] did not deserve the honour anyways.;;;;;;;;;;;;;x
EVTOPTB314481;Their treachery shall not be forgotten...;;;;;;;;;;;;;x
EVTOPTC314481;Who will protect Britannia now?;;;;;;;;;;;;;x
EVTOPTD314481;Yes, let them fight among themselves...;;;;;;;;;;;;;x
EVTOPTE314481;This is interesting news...;;;;;;;;;;;;;x
EVTDESC314482;The reign of High King [FromFromFromFrom.GetFirstName] has ended, and with it [FromFromFromFrom.GetHerHis] hegenomy over the other Brythonic kingdoms. Already many of the other kings have refused to renew their oaths, claiming that their oaths were personally to High King [FromFromFromFrom.GetFirstName] and [FromFromFromFrom.GetHerHim] alone.\n\nWithout the support of the other kings, the High Kingship has been declared vacant, with all former subject kingdoms regaining their full independence. Only time will tell if another king will be able to rise up above the fray and unite the isle once more.;;;;;;;;;;;;;x
EVTOPTA314482;Their treachery shall not be forgotten...;;;;;;;;;;;;;x
EVTDESC312167;You have received word that [From.GetTitledName] has proclaimed himself worthy of the title of High King of the Britons. His legitimacy depends on the consensus of the other Kings, and if he is to unite the Britons under a single banner he will have to gain their approval - by diplomacy or force.;;;;;;;;;;;;;x
EVTOPTA312167;[From.GetSheHeCap] will need my consent to move forwards...;;;;;;;;;;;;;x
EVTOPTB312167;Will he finally bring unity to the land?;;;;;;;;;;;;;x
EVTOPTC312167;United or not, we will still crush them...;;;;;;;;;;;;;x
EVTOPTD312167;This is interesting news...;;;;;;;;;;;;;x
EVTDESC312168;[FromFrom.GetTitledName] has publicly announced his support for [From.GetTitledName] to be crowned High King of Britannia, giving his claim a major boost.;;;;;;;;;;;;;x
EVTDESC312168_1;[FromFrom.GetTitledName] has publicly announced his support for [From.GetTitledName] to be crowned High King of Britannia, but has also asserted that [FromFrom.GetSheHe] will remain sovereign in [FromFrom.GetHerHis] current kingdom.;;;;;;;;;;;;;x
EVTDESC312168_2;[FromFrom.GetTitledName] has publicly announced his opposition to the elevation of [From.GetTitledName] to the High Kingship. [From.GetTitledName] has yet to respond to [FromFrom.GetHerHis] refusal, but many believe that [From.GetSheHe] may be preparing for war.;;;;;;;;;;;;;x
EVTOPTA312168;This is interesting news...;;;;;;;;;;;;;x
EVTDESC312169;It seems that [From.GetTitledFirstName] did not have the support [From.GetSheHe] thought [From.GetSheHe] had when claiming the High Kinship. Unwilling to challenge the alliance of opposing kings on the field of battle, [From.GetTitledFirstName] has quietly dropped his claim for the High Kingship for the time being.;;;;;;;;;;;;;x
EVTDESC312169_1;[From.GetTitledFirstName] has not taken lightly to the refusals of some of the other kings to accept [From.GetHerHis] claim. In response, [From.GetTitledFirstName] has declared war on all of the opposing kings, proclaiming that this dispute will be settled on the field of battle.;;;;;;;;;;;;;x
EVTOPTA312169;This is interesting news...;;;;;;;;;;;;;x
britannia_require_tooltip;Only the greatest and most prestigious Briton rulers can claim the title of §YHigh King of Britannia§!, and only if they have the unanimous support of the other Briton kings.;;;;;;;;;;;;;x
